NET_offtake_y,NET_offtake_m,NET_offtake_f,mortality_y,mortality_a,birth_rate,adu_f_max_yrs,adu_m_max_yrs,min_age_offtake,min_age_repro,NET_offtake_m2
0.045605103496881204,0.47928728220874445,0.018821705965476575,0.23759250214515254,0.12432631129933987,1.3231305512230935,6,5,11.610909460735275,20.465321827830746,0.48391640675627623
0.029502488560611384,0.4502891328728944,0.013287115208487958,0.22128836005604827,0.12097027021954534,1.3977783972272928,6,5,9.56845706812921,13.59147903080564,0.5048318627359253
0.028486658857073632,0.4657743267991324,0.01894387810748536,0.22115210733026266,0.07836725874255877,1.359691806606343,6,5,10.144461394499523,21.900970309789294,0.4844424666928872
0.03880710794725455,0.165894519741761,0.018331357674004976,0.22542240451361054,0.11126982896984555,1.3958912777019943,6,5,11.183735413544346,18.49480582775921,0.5046153563273699
0.03050797433343716,0.05347304442591966,0.012541876515124459,0.23621038528840058,0.12282048363805516,1.3866606105753918,6,5,13.039802149438765,18.340622823667715,0.4943195359463431
0.04592571235727519,0.27458938614057143,0.011275412425363902,0.22392335775827524,0.08845203165241518,1.2706901703321933,6,5,9.716470108497887,12.708831544077023,0.48564024953726675
0.04838865795281716,0.30034319851905805,0.01120306306623621,0.236341281432691,0.07135059905672911,1.335611918170112,6,5,12.28089958711178,12.72928236755915,0.49871769488864576
0.03208282306149602,0.02986900943183806,0.01023120933654718,0.22948477583423257,0.06246817589634796,1.329125377952843,6,5,10.160146639789454,17.596888540333136,0.4741331560807395
0.026332339214552192,0.45463119893149706,0.01409143170253141,0.23169084012831562,0.09566596348555992,1.2894510292029426,6,5,9.446894494696753,17.515909560545346,0.472304862793982
0.045028199311597274,0.20434676903674379,0.010694131505361294,0.2359225222478248,0.09609460370951797,1.343738014455512,6,5,9.679028032075149,17.847205407257192,0.5009807205648255
0.03755785948696546,0.15165421609094365,0.015916342671199235,0.2308197098280536,0.09780750955104828,1.305724103665864,6,5,11.344912410002435,23.820214494165032,0.5064011738251708
0.014632262145336718,0.3144893507233635,0.013614825701287482,0.22074145329390651,0.07326485826604999,1.3809556704972823,6,5,11.273359307913342,13.90961311705783,0.481877802427914
0.045740135643864054,0.22227039698261997,0.018533834414721933,0.2303335632258188,0.07859575327694882,1.2835873546266603,6,5,11.020457974236924,19.46396857557446,0.4970816532641835
0.011069671999551356,0.42732840931838845,0.017750290018687956,0.2373735651284689,0.10963515384635189,1.2901107096358622,6,5,10.880428194260457,12.768178029723465,0.4774879644056689
0.040907456880891695,0.35196112127079393,0.01406847215326503,0.22808170995994936,0.1007636775832367,1.3850734791119768,6,5,10.728476209789514,12.6085184703134,0.5021836484422907
0.046595273966165265,0.07307302094615065,0.016574925648141652,0.22223684094191062,0.06112471528709633,1.3158581520441455,6,5,11.875329592913623,20.084122726416215,0.4787833243971411
