"off_mA","off_mY","off_f","mort_Y","mort_A","birth_rate","max_yrs_F","max_yrs_M","min_off","min_repro"
0.129051710575408,0.952085859021436,0.241632004090711,0.300871213482847,0.262254891468991,1.85340781441336,8.37634709052163,3.51175108799398,9.64405854296612,12.9739169094684
0.0293284683446899,0.93418968945156,0.234264828262027,0.313564422211281,0.204291162994945,1.32858650351512,8.84831877087132,3.12867695700922,11.8196520178949,11.3749196537662
0.287093543374561,0.886089501578653,0.151106835317779,0.492766800808583,0.0942002863369763,1.04104479507196,9.75309818750453,4.56812583546658,10.4014772801756,17.0158395228009
0.254374649391718,0.907370095231451,0.182234370649517,0.498750783047251,0.215619712877087,1.42555453975669,8.88230610301286,4.66314623087687,11.5748396335275,11.7242840965877
0.0174303711821294,0.919667744576523,0.263270900592149,0.205368103764251,0.196794997706515,1.82024550570455,9.56362655414244,4.45654148397452,9.40682994699188,16.9502956581197
0.218369641648824,0.968410289344395,0.171492290880068,0.41985878964343,0.163225356050101,1.17830624796843,9.4876439249843,3.14465800790989,9.02246465872804,13.7203434427623
0.216524076574443,0.845368157004521,0.244606356099288,0.370166834919824,0.21740384002745,1.62242836427759,11.1913151721284,3.71455655111422,10.0574363409832,13.1239033771188
0.0882557716351203,0.906501495213072,0.267350255461055,0.284480588396966,0.272588283120629,1.73084861812284,8.52327799610427,4.48068408833456,9.6737541096225,10.5375500046195
0.0195938163088406,0.926737595675019,0.0412933587624599,0.527204171374872,0.256203980288072,1.2639772339736,9.76050761494557,4.4095609256336,13.5069079288246,12.6966276004986
0.195495471747133,0.789666916019643,0.209689672623455,0.318542027621874,0.263715095497592,1.51703577597462,7.69473798007602,4.16373742777723,10.6585043305996,10.0451117626311
0.050574123067258,0.873027510462199,0.176480119308937,0.512853003905342,0.276255217303672,1.81273910383847,8.67010422365091,3.83991388226102,13.5087635146973,12.4820191923519
0.104165403711517,0.988607720702508,0.173540912456513,0.376383952205098,0.288980266167548,1.87960588868935,10.1820192345147,3.63334019408352,12.8773295984499,16.2524415801162
0.295033282075692,0.868296665727534,0.223625678105547,0.350799669385927,0.279800852646059,1.5783761750414,9.77163619653498,3.96658816203793,11.1053790016303,10.5977468551046
0.0334076461723678,0.861443585854698,0.192712482679453,0.352330587765878,0.200301600391739,1.39952307501653,11.8221083640815,3.72610544280186,9.94784005785108,14.9157125004789
0.135286308896187,0.906286828084348,0.164460742784008,0.494622667291656,0.257196863846231,1.80968489417111,8.21779945592861,3.19243403698946,12.3233754223794,14.2597931718134
0.139684559919133,0.951980318872433,0.268968273813211,0.392058888710939,0.323701527199088,1.93343706061962,11.9634233163624,3.44836122097125,12.3853399297335,10.781680104303
0.264279126046763,0.906961679823547,0.12413893887805,0.397554708001569,0.325193890798884,1.47487768709599,11.6892156190927,4.79159153768051,12.6226628260018,10.0520895128402
0.233380778436259,0.76814604679099,0.17340886889733,0.482800757168039,0.143355015217127,1.15449223947906,8.68919641248363,4.84956749218213,9.04736675518524,12.0014235456172
0.116060771138251,0.924445729788404,0.220181996136138,0.381237196987849,0.120622628124251,1.25046877810245,10.0215253624213,4.16009462229814,13.0981428758105,17.9046938949467
0.0333248061761049,0.985910011006162,0.147500842912456,0.332797254749812,0.314163532766615,1.93297557076501,11.3151557896257,3.43196832704357,11.310375592653,15.9016097262798
0.126651233167125,0.804684303222957,0.230283765897457,0.463998122606869,0.180270975039964,1.47484147906817,9.67111053009781,3.79083748016764,9.45935110466587,12.1536162767712
0.185804838696375,0.838744114028434,0.173157069378593,0.533735642874402,0.2823050854261,1.79870666453449,11.0110591996279,4.11423549222316,10.3276703450833,10.5453529294038
0.123181871105101,0.936402739420974,0.221334727599237,0.152994159655063,0.258586803228037,1.72903731916787,7.02020445081591,4.92998257899884,11.1500590879603,15.1474103527259
0.25387144475389,0.902080562901482,0.295737474413749,0.308227396429476,0.290301972063863,2.33594796799077,9.72919278284439,4.11879493201744,12.1572910984616,15.0694545045079
0.249273089183132,0.760635506373785,0.172568154650641,0.474710067384376,0.231041644170039,1.86044519671748,7.53802659060817,4.82924662714985,10.3718047116136,17.5663626584548
0.0330815007425359,0.891569058809795,0.132068063110728,0.374929179081174,0.218557910385101,1.19165553250403,11.3172726455215,3.98955014331453,12.3417271555746,12.8512731270347
0.289535632490541,0.866280786674348,0.223660207104432,0.327714281314783,0.302052234670341,2.28007381641054,7.20257625390125,3.75656639582433,10.3166818196355,15.6413171901743
0.180082384366393,0.959845496689788,0.156001248456317,0.504461786833169,0.285092873555405,1.52553223384697,8.60576433525754,3.88752276642791,13.6880853965799,10.2108585209297
0.202327561818232,0.870718421245288,0.0676707663981967,0.292468199070128,0.212319613661752,1.03091791658529,7.02195720216678,4.10783789630592,13.3847832292325,12.7943377324226
0.15151600121408,0.973898316408586,0.268939140529935,0.209064116332921,0.257556545874713,1.97669822552885,11.3480842773685,3.50202604273057,12.395733267974,16.3527254808406
0.014200333061464,0.915639710464405,0.240241679011716,0.29703087101387,0.154021340878459,1.50174608233421,11.0056815050385,4.75634518583258,10.8094543040881,17.1676562806098
0.103995865049238,0.937261303673498,0.160661850621852,0.31095051568865,0.305541983478339,1.55227694045309,9.74421748427341,4.62464243309308,13.8661367496284,12.4127738324647
0.0685458859793376,0.897914399375871,0.115724616160344,0.39958600038825,0.32505885230127,2.01510220274307,9.34308396242302,4.43942003489682,12.0806729093274,16.6347218849386
0.00279908129909774,0.813245164199781,0.156851907600349,0.453040825913478,0.275972857601283,1.77847905228793,9.25489498355492,4.38964500072938,9.27143728091399,14.5134903781247
0.261052894454683,0.872274668010631,0.0580435812405192,0.294209583569648,0.24405567094622,1.00230822506482,9.33361526319756,4.65118312537465,11.6929739696382,11.3099066658067
0.0941232302336174,0.84429317242357,0.131260436398004,0.228529104622593,0.210828182744075,1.3124832784651,7.93921315313018,3.14259462893522,9.26492398106265,17.7076594983953
0.206710440086939,0.971642109143579,0.0730640144988826,0.420882434769159,0.279127107064467,1.41023566776855,8.43882406712014,3.53724393841046,12.7789787132503,14.1833686931788
0.214479715513836,0.919948726378919,0.0927817956089502,0.441883351976667,0.232554170389732,1.29830044211085,11.4138461157943,3.26837446280721,13.9216938193918,16.2724181258649
0.222266942600384,0.914805740614591,0.0562543929998731,0.164629207612481,0.261438635410805,1.16042822036358,9.60271214605662,4.88424252292161,13.9116692381297,17.6820337431329
0.082845783798521,0.917973123549194,0.197285234979163,0.407168896930084,0.0999636369858633,1.12028488966671,9.54048894377794,4.64038465476113,9.16501464460172,15.7163052578522
0.181394258387794,0.885358847227918,0.0722467364771938,0.364594038837697,0.318034097429197,1.75105583153428,11.8325163943414,4.35229250020183,12.9857291528062,17.6965280813615
0.222215103080341,0.920114790481891,0.0822584989666517,0.334090359913897,0.323930133230211,1.3490577156346,10.9719374117103,4.93896596842027,11.170958719004,10.0881219796825
0.250650502072373,0.930834167089839,0.0652299968126225,0.161572571985698,0.231756758612916,1.09406816096575,10.0164220190747,4.73458735193861,10.3826643941009,17.9814265019782
0.173072934638825,0.922842956400443,0.0843617722890589,0.19657506639306,0.321638581260592,1.34586164065033,10.2304177366889,3.05095233176088,12.4418840490275,13.5729091431593
0.209715856399688,0.903903839634878,0.213446773167859,0.355098117518593,0.305671142472522,1.82094063579265,11.5948841760097,4.10776663732187,10.893231289959,11.6047418074005
0.0366917693427906,0.848679819380153,0.202036113923357,0.470094476279668,0.311372461920068,2.17046312281081,8.93540428212569,3.95846862512699,10.034211108479,13.8087786636934
0.0296531130862066,0.956115241858358,0.224213550660011,0.258941647090397,0.16851898120074,1.34882846887347,8.64086668225869,3.95952954532781,11.7183090668352,16.9263637863629
0.253568150435368,0.936211074222592,0.0808015776862559,0.420668209816435,0.174656961257281,1.0835912139414,8.66337195608497,3.37886217366065,11.865716787625,17.9810145944924
0.173905765347979,0.940509879754752,0.267997300958694,0.512704020141623,0.0780466834725787,1.28579583978618,11.7988266591263,4.70753284245303,12.4946746112929,13.7995028157092
0.0611546261936612,0.764353109331605,0.216986779720502,0.215091403274281,0.251429719614927,1.90337350745678,10.3583237736819,4.40928916364911,9.3737749939556,17.6461251783162
0.143074657971153,0.778855408812208,0.144307405779007,0.435433155666848,0.248251583150151,1.43664408259489,11.9425639705238,3.49070747055685,9.69403907029299,13.8637237362136
0.125482635494328,0.863060461067205,0.193757022411554,0.322412543102764,0.190654936687066,1.07584528483753,9.93741341871003,3.92645218023297,12.4895036611586,10.020567818304
0.248065553841544,0.800087962469587,0.16453818068974,0.549882573633999,0.179557793837848,1.4115599470129,8.56146956378738,3.38940762570464,10.5490267693532,14.5659104530282
0.123724408582457,0.8508651667711,0.190740920000313,0.528488420345509,0.089792403887865,1.02749263256897,8.33938996598967,4.51818727830784,9.65755992442722,11.5317590993851
0.298355059668877,0.967687306580841,0.087460775121034,0.176967637509642,0.268851245558597,1.1173728144129,11.4450909940231,3.71285906445806,9.96819385289231,14.7589596403091
0.0331608176825331,0.965640210468589,0.174253453876967,0.549448113959087,0.201411138467869,1.63960477036459,7.05531076226463,4.09590375181616,10.6926344654222,13.4611839221236
0.230726605441475,0.90594488411737,0.231570172028432,0.361843279900839,0.266768365255362,1.88274925953218,7.57561987584557,3.66881608290553,9.57212878074567,13.7585675966231
0.0909173214536654,0.872646068353944,0.226225317222636,0.358248687993336,0.284750061157312,1.71826330912761,7.24470639415595,3.8446120133839,12.8978135545825,11.7172612638216
0.213744255334977,0.718549414146332,0.0509692143622142,0.48690441561134,0.298795459888599,1.42737399598338,9.17556734871865,3.93285791045027,9.20779729354047,11.7023988946759
0.23661867257014,0.652903856273157,0.0593807066673646,0.451666757240883,0.273476929894267,1.32341845041676,8.08181779324568,3.7257705496492,9.38958153309727,11.8050613746166
0.134612372991412,0.853031517718239,0.195427524253351,0.453718602679402,0.23701820257046,1.89420481807935,8.19975794991795,4.91477706537088,9.26358802631584,16.2311552977179
0.00570849810885382,0.866806761610467,0.082413330763416,0.291055285777668,0.267775606472404,1.32122769924066,8.9764922265405,4.83331022761181,9.70081817572853,14.7640283237278
0.0780425110966887,0.934273160619594,0.132585001994639,0.374317318952387,0.293930731176921,1.62697316260014,7.00711216142839,3.8421910087242,13.775799797127,14.3690482373492
0.0380450521464427,0.76692481282438,0.00112714076655137,0.480481047345745,0.290596377874302,1.20196608510614,8.32476526603529,4.6208804834386,11.7201366011621,11.3959204511395
0.228078351959187,0.977881407396356,0.289792944688643,0.327928646721161,0.22337093449455,1.96735854821278,11.3896132423179,4.38248355789221,12.697444866778,15.9331797465329
0.186456280120282,0.95444880884416,0.134668225177387,0.380200803793366,0.246512545469785,1.32106395827782,11.270288815459,3.71489479531514,9.50789259550159,13.0074156875822
0.252042592198801,0.906279926794914,0.241017173242003,0.186825584940447,0.260304904812188,2.01176817173317,10.5405848071889,4.47423735526253,9.22336112524748,17.9231723998822
0.117074450865221,0.908078813390113,0.176526880138161,0.387591560207942,0.278796185181931,1.42873040088322,11.2429534637034,4.64328998294673,13.3748953740844,10.3395847388699
0.240257718190196,0.933558374085559,0.0764409377166114,0.549923843253709,0.313292713764143,1.87568644438456,7.63826505221049,3.57550833282442,11.778086678204,13.3663043476604
0.151151637887093,0.935785211392545,0.21223641457555,0.318561264495601,0.279332075289388,2.10945698831616,9.00726145540844,4.0525906806925,12.5950345897546,17.3272131345156
0.293148365925098,0.924914257892328,0.224939964983984,0.220639920539738,0.238438100762811,1.58774155914409,8.40978363174249,3.34867580963382,11.2794526914725,15.3375890396581
0.0337183622666696,0.908129891801075,0.176818530113624,0.196580129578405,0.320496195008996,2.17074162745468,11.7367428879457,4.00527493978071,9.82499904117705,17.9525556284932
0.169329041706561,0.859632895839286,0.0582935114021053,0.461466705755292,0.279880975638556,1.24747880015756,7.89273605880363,4.67530526462906,13.3147860604627,10.8425944012715
0.150140785234317,0.904169972082046,0.0655743788085814,0.251184923410923,0.308031393015523,1.35470626513647,10.805039485149,4.86959481879907,9.07415021466815,13.4963582314965
0.108801657474741,0.802677604647424,0.0149406689019419,0.465679982700622,0.261407919096963,1.09472183238935,9.16530597873892,3.25528605655236,10.0779676949097,13.9991405651879
0.143293152076893,0.842367448623283,0.0892767072600609,0.178209251046808,0.256439495406873,1.10288604787521,7.16626324572425,3.64954291783532,9.9371004292224,12.4463040977265
0.186154043728759,0.930403449637705,0.219804005722511,0.423490583153796,0.311307682627504,2.21172802622225,8.61920384373378,3.39776446076495,12.6782896597161,14.7278441910574
0.158837115466799,0.89139787065841,0.282155112575455,0.417877379912664,0.255099830479866,1.8256736070922,9.89281235050428,3.82107869217397,9.40437718073255,10.5165900470075
0.184143005033159,0.875807541802864,0.163532161847883,0.486385593569313,0.314504391272406,2.44800689418623,9.06664966631657,3.39488888923532,11.120874925918,16.9988219094027
0.24728244839191,0.705632653788331,0.17811400512111,0.313685848804569,0.309874773730148,1.83735906287529,11.7525976050101,4.59496461596599,9.57323908919282,14.1100137348168
0.204281479830258,0.768071399200167,0.276919627250757,0.422109247891858,0.302845548257513,2.38884166628131,8.7204301178319,4.76468989568583,9.78008379420079,12.921802188836
