"";"NET_offtake_m";"NET_offtake_f";"mortality_y";"mortality_a";"birth_rate";"adu_f_max_yrs";"adu_m_max_yrs";"min_age_offtake";"min_age_repro"
"1";0,293788184549147;0,211660793406918;0,0013039674880635;0,29200929651385;2,61525647812965;7,40890308975521;2,12461270052739;13,4716850654628;12,6091329985864
"2";0,61056882025181;0,146901024640648;0,0473015061825141;0,269709479710201;2,84881238736375;10,8040129011621;2,32239672561991;12,6105978917738;15,8190816710951
"3";0,539454027881578;0,238055350959109;0,365763631928554;0,273242664310243;1,92073610541141;10,6322012661106;2,75863911057462;10,5804814718205;16,9339286700977
"4";0,540235724953981;0,0621766508893983;0,0851398134897929;0,30765375324986;1,17962925256216;7,65307043432852;2,84754240797914;13,1209231960172;13,8181822071137
"5";0,0136595915477956;0,0151219614170957;0,110046340463366;0,176812522020805;1,50629612337891;7,48585442861926;2,16571811768967;10,5967034932001;15,9579366450468
"6";0,0985158761545143;0,180428041374107;0,174724649792323;0,224009440498543;2,73361873146989;7,29485790708975;2,33246329850196;12,0553505117339;11,7446909155317
"7";0,115455813862151;0,165430804529251;0,0735558112300653;0,0533209612364108;2,56382649030797;7,42457027760928;2,12164400053057;12,3733902914206;11,6116926383754
"8";0,130073011270637;0,173469315652043;0,397499418985192;0,208640694696106;1,25969288831777;10,4123792096218;2,20285250087655;13,7169884165764;17,1098385207627
"9";0,256486447834916;0,153490560056723;0,239340644719889;0,148679726678777;1,39954645822742;9,839266363609;2,08933154136557;13,9898573967659;17,6077953528119
"10";0,208342133588728;0,0639314055203693;0,0459590300588496;0,303905186753878;1,02003904376244;7,7198148518618;2,05720232464364;12,2745498477709;15,7124841424232
"11";0,728729736555903;0,0308630308393505;0,075605275518503;0,0607655392740611;1,11767008143817;7,98485309015133;2,00066201270674;10,0775125389931;11,2462760813348
"12";0,403380363065779;0,132523610026919;0,398614645210989;0,189101479931956;2,26721740143816;9,18526490460942;2,84411317760542;11,9369767722554;15,950453880547
"13";0,0557630329119915;0,233923267439147;0,0100383955034148;0,268903494773821;2,93417672802513;11,4708718209143;2,81121384902007;12,9916949356263;12,6958377191167
"14";0,134678049573518;0,0594376974318933;0,214705937084528;0,273643947574447;1,6767991846214;10,1337995890669;2,82567655725786;11,1103738041527;13,6076318621488
"15";0,0104653055580973;0,0439427203698491;0,323926924944138;0,16998186577963;1,90099866322204;8,51917928559298;2,59162080473807;13,1875819893576;13,7868965117479
"16";0,722988682256697;0,113109335162747;0,384312729281178;0,177617547624506;2,50670724901375;10,9685238784152;2,52739084203362;11,2680393985171;13,1375227175266
"17";0,17745251329203;0,0322020813134732;0,136769571874375;0,196287458317594;1,23665798734259;11,7567330025828;2,35382836799354;13,9239310353914;10,6725345511071
"18";0,0755519680100726;0,0048581697305257;0,278977981533408;0,206188747673365;2,3974070537617;7,78893154183065;2,91494680119569;10,9391467150685;17,6355036978928
"19";0,528316746046348;0,126604427931597;0,367691014757343;0,16560805508216;2,86694413262652;8,98569459971343;2,83522237286991;10,5950098540041;12,9173600428991
"20";0,545802620505524;0,20344755563392;0,12303749192859;0,259324687605757;1,49750849762014;11,0216135354342;2,43625131563859;11,7410644792728;10,047714688901
"21";0,0709983290236036;0,029328040214011;0,223120790022267;0,167646598935555;2,79610233146455;7,99570700782316;2,13024328213113;12,3671666285237;17,8587536533952
"22";0,556900909494585;0,151061318607786;0,279229353087135;0,160022714978049;1,55669879654301;11,4774291535565;2,45578730075411;12,6373267824108;10,1330571436664
"23";0,200187423321343;0,00870131011945196;0,145497932223054;0,294359482174543;2,8464360129368;8,16612222510239;2,09806943480058;11,5664171901481;15,8230546030309
"24";0,340304804068065;0,0923946632189793;0,329442124536382;0,212163896214499;2,87623383333157;8,32169517312932;2,7057574420511;13,0971422029368;14,7461472813925
"25";0,685939105198468;0,172876336145465;0,363064081213409;0,113680113745092;1,01670604541316;9,30939221107832;2,46228361169882;11,2785781385822;13,6742718608961
"26";0,226897803677456;0,112821227041358;0,283548221124122;0,231619938785082;2,70954271006505;11,3990390575061;2,11890074539136;13,9560871966176;12,1643470716899
"27";0,450375159273867;0,0882106069897825;0,0173344294192828;0,240453513354484;2,22252864860664;9,04782425648451;2,05078719169321;11,4451694928479;12,2794371400585
"28";0,411068263705156;0,188570173100353;0,240072259617737;0,0742091462055128;2,46789800271764;10,8900092155425;2,64239249437088;10,6349880363976;13,8056960265042
"29";0,252488169525925;0,193716216760775;0,162509882087344;0,135920093542954;2,47568284134762;7,03658475681313;2,92419618140084;10,9359384811036;16,4547186045326
"30";0,404118493924406;0,166137394041469;0,187970723199686;0,264786359656886;2,15841657499881;7,31994662830362;2,13750237584543;12,2361824623594;15,5040752094729
"31";0,100331936535216;0,236709929312742;0,068063559748847;0,0572684386613127;1,86626374191316;9,67721431445249;2,08912469023978;13,9855245579747;14,2208191513099
"32";0,368032410764432;0,213695875331294;0,311790544256102;0,0958314002033621;1,39739973521521;7,07310858959297;2,14390660414053;10,2127954665095;10,2084797178257
"33";0,351812065401213;0,231058978208317;0,213178588165594;0,282259613227533;1,69251912786048;10,9473616685654;2,97288955916232;11,5342649363766;11,2401550092349
"34";0,448942994816322;0,0310219901406381;0,152266546223713;0,0724186143025737;1,79709291121508;8,82572561490745;2,38134592532374;11,5138576605623;11,2002680031328
"35";0,596106717746565;0,0915350029513065;0,0978493294811528;0,13493569712266;1,33352917418196;9,32838807833462;2,30402714993085;10,4270502292302;15,0730203905949
"36";0,509962836166739;0,240358930093836;0,167783819254395;0,23823394386496;2,64701880883691;11,6424336406178;2,4501026719748;11,3161301487758;10,5245265249994
"37";0,0283923261948978;0,117683875016606;0,134973288877374;0,160992628955855;1,31784203944877;9,84931353625224;2,09991745525715;11,6469120808966;13,7756558770489
"38";0,402625190009392;0,110757615836716;0,35498501712475;0,286133508492847;1,23398787968429;11,2135221402326;2,00601627861438;13,0507184158806;10,3589526530251
"39";0,0907982056772802;0,235724564677518;0,377563852889482;0,272079586495735;1,06848558463184;7,48728115374234;2,91179428482975;12,3355226577044;16,2982795448476
"40";0,538503412003932;0,193164035510051;0,0230339587253984;0,172220331264134;2,8085367840569;11,0016977375094;2,32083859218487;13,0685949530285;10,7856217999578
"41";0,495371347716329;0,204473231252661;0,0241355039316695;0,128576964704748;1,39637562006777;7,9110187314885;2,7316519755682;12,2600457226512;16,9035888669308
"42";0,518838104309893;0,0071360492799955;0,379403766143769;0,313986808481851;1,72066251360527;11,1172957389292;2,47244024476421;12,6112643229237;15,5286095247129
"43";0,561732163021085;0,0734427156239282;0,155103461518502;0,190166891026789;2,22747522964426;8,56819559213857;2,18528836711221;11,8934500747428;11,8336035708152
"44";0,446898447702167;0,185393224919989;0,148801229945533;0,154307973357174;1,07567559109651;7,98963031799451;2,01832436726184;12,4867358526566;11,4604405166116
