NET_offtake_m,NET_offtake_f,mortality_y,mortality_a,birth_rate,adu_f_max_yrs,adu_m_max_yrs,min_age_offtake,min_age_repro
0.019374261481759608,0.007061209099608473,0.006715583339750767,0.009165702948530205,0.03203629992570262,7.768563480377546,4.513302936561592,12.144771386682056,17.964623963104934
0.021307243629724255,0.0064306819013885685,0.010725015730178915,0.014341582737841179,0.022697577538860498,10.720388365190592,2.277373536763876,13.075802575934492,14.827389393780567
0.012295802223885549,0.006193377256232546,0.026394177938754673,0.019236572968561204,0.009177598977813032,8.218731056849355,2.3970686619220536,11.356184915621393,10.935775996516458
0.0072068935225973844,0.006247405172086321,0.027137423635642977,0.006911356924447231,0.022049506523010787,10.532174124547861,3.312764357776614,11.49473996294774,16.38554679023493
0.004942926983450889,0.008513555520602735,0.002502870357108302,0.01224027912388649,0.030146376542187065,9.935863675004569,4.0108577752311945,11.856549935731477,12.407821147860028
0.005822464745154139,0.0018061915764785372,0.03021024685211759,8.309692969308234e-4,0.04103946948042256,7.2082301868184,4.3354154631197455,10.472732136706542,12.494043767764792
0.018395719744852396,0.007420108864717418,0.03241552451381553,0.013507848383422477,0.03643339428975596,9.31659236502659,4.648884514464578,12.296116087353509,16.46586792966742
0.01846655007309397,3.479980347601231e-4,0.03935751158314943,0.003621887479607481,0.02823189706630539,7.545999206759967,2.2633435908292654,11.997323783357349,17.661257996848413
0.018618258661368164,0.00955268797306344,0.0398973860436324,0.005961416978010908,0.0035259296898846517,10.801013126405305,2.366828053872869,13.035139594330266,12.578574733641744
0.00478955339568609,0.0098454331674485,0.03519091228275746,0.005932913652708288,0.02871187121894793,10.631463530714623,2.334267916524876,10.35246457500849,15.32021364425849
0.018750562910412556,0.0049681834302318754,0.0066523595741074535,0.0020343867106758988,0.03653298082442489,10.814333313026,3.5868161770996405,13.974885073079633,11.140603795889765
0.009699863240015111,0.001280224429650465,0.03518042624763213,0.0116053839646806,0.005462766857183306,9.013096992775566,2.7109591952652203,10.957981311241538,16.47800246957615
0.012177500750998735,0.002538800164789893,0.038132407783699224,0.014987390229697806,0.04909016578518669,8.438163135252195,4.217990500113951,12.501885881042108,17.47761959580537
0.01065681084758253,0.0057448769605138806,0.0050137434402350335,0.016308274406257088,0.018480711745882873,10.11343490271666,2.06584167771081,11.962381892830786,10.82658418569658
0.002225593655820703,0.001620948840437457,0.024281781072059645,0.006960040784763172,0.025942943331376884,11.562548198998556,3.403959423968452,11.203929812847358,10.206343895150162
0.0048702888069843174,0.004052860222400632,0.004620400370134972,0.004359936065208167,0.005277811796398601,11.475397291084054,3.6810425080798335,12.544029641147796,17.477214842586964
0.011830778753809864,0.003231744536350714,0.005708078023161739,0.007433889548362699,0.021103475830638783,7.393824150524335,2.978811352960416,11.984866430142802,14.739217766155303
