"NET_offtake_m","NET_offtake_f","mortality_y","mortality_a","birth_rate"
0.263485649105497,0.240097821675444,0.191958431591524,0.178299332577038,1.66234049815281
0.289749758668964,0.218631643672598,0.217036520271341,0.250781604565159,1.48674303193027
0.167235228129458,0.210562063664697,0.314967646412534,0.31931776125333,1.23255855185097
0.0979935339829032,0.212415788974741,0.319613660587103,0.146761889655846,1.47445471698827
0.0672508955145092,0.289472674678656,0.165644427085714,0.221361589915356,1.62678174141351
0.0791779703414454,0.061418931506942,0.338814702037832,0.0616202972865365,1.83151187258217
0.250193082770514,0.252306982319159,0.352585891879175,0.239085711170882,1.7449468538237
0.251157477582262,0.0118170159660699,0.395985298834217,0.10070375335977,1.59078238880793
0.253227891855231,0.324784818945716,0.399370726262161,0.133447022497575,1.12631960443933
0.065130022992989,0.334750234072351,0.369943782883277,0.133070538404279,1.59976014046823
0.255025902535849,0.168916875445813,0.191576934798172,0.0784985613852702,1.74677180695025
0.131916840979686,0.0435401541913277,0.369895447222458,0.21246909934507,1.16269894354191
0.165623928731909,0.0863133994248365,0.388338953088387,0.259812270499791,1.98293644774194
0.144911445454367,0.195323262978044,0.181346870036056,0.278333657642403,1.40747581493546
0.0302647517925161,0.0551071025900911,0.301766101435298,0.147446326095569,1.54773203189015
0.0662650781388134,0.137784869071787,0.178882826501131,0.111017332891681,1.15924195719349
0.160904614721677,0.109886249425678,0.185680574911094,0.15407016432293,1.45676251636115
0.24181889648723,0.0296032115887315,0.305083800232282,0.272368351938788,1.31506766436059
0.263736403171627,0.158091663484217,0.153876215161185,0.145553920856073,1.98428052470374
0.10418977121983,0.104131340228557,0.221227605968324,0.105499283960668,1.67647016944729
0.0445616823064443,0.255581174733999,0.252337429796439,0.197854772423471,1.72818612716718
0.0165901091858512,0.0122804233644619,0.287890552403202,0.213712768317099,1.53555559770989
0.275857311133789,0.235301735644071,0.399799168307602,0.0676371273354543,1.622139944181
0.0157415290453308,0.0294342066583969,0.175712754452624,0.16622603590653,1.43829191461804
0.210490665012687,0.285951474692981,0.206799041199533,0.277463994088018,1.77225050718785
0.0364422465327042,0.274643694758834,0.161115825350687,0.0820499774268046,1.58733592450641
0.329977156287556,0.0668344691941943,0.282246430449234,0.176982191141938,1.46663285289234
0.166517621739183,0.0940964354454596,0.231116758089326,0.152456390008766,1.31030407770112
0.228667159077047,0.225926792200444,0.160622251429816,0.326306480613964,1.48220094666925
